date,sku_id,actual_sales,baseline_forecast,ml_forecast,lower_bound,upper_bound,ml_lower_bound,ml_upper_bound,std_error
2026-01-18,SKU_055,,2.0,2.46,0.8849175666098799,4.03508243339012,0.8849175666098799,4.03508243339012,1.2305331510860316
2026-01-25,SKU_055,,0.0,2.47,0.5409258676864666,4.399074132313534,0.5409258676864666,4.399074132313534,1.5070891658699483
2026-02-01,SKU_055,,6.0,2.16,0.0,4.387502939155925,0.0,4.387502939155925,1.7402366712155664
2026-02-08,SKU_055,,4.0,2.33,0.0,4.820423996016613,0.0,4.820423996016613,1.9456437468879788
2026-02-15,SKU_055,,3.0,2.13,0.0,4.85812280074091,0.0,4.85812280074091,2.131345938078836
2024-01-07,SKU_056,14.0,0.0,,,,,,0.0
2024-01-14,SKU_056,16.0,0.0,,,,,,0.0
2024-01-21,SKU_056,12.0,0.0,,,,,,0.0
2024-01-28,SKU_056,15.0,0.0,,,,,,0.0
2024-02-04,SKU_056,12.0,0.0,,,,,,0.0
2024-02-11,SKU_056,11.0,0.0,,,,,,0.0
2024-02-18,SKU_056,18.0,0.0,,,,,,0.0
2024-02-25,SKU_056,11.0,0.0,,,,,,0.0
2024-03-03,SKU_056,7.0,0.0,,,,,,0.0
2024-03-10,SKU_056,15.0,0.0,,,,,,0.0
2024-03-17,SKU_056,23.0,0.0,,,,,,0.0
2024-03-24,SKU_056,12.0,0.0,,,,,,0.0
2024-03-31,SKU_056,13.0,0.0,,,,,,0.0
2024-04-07,SKU_056,17.0,0.0,,,,,,0.0
2024-04-14,SKU_056,10.0,0.0,,,,,,0.0
2024-04-21,SKU_056,17.0,0.0,,,,,,0.0
2024-04-28,SKU_056,14.0,0.0,,,,,,0.0
2024-05-05,SKU_056,12.0,0.0,,,,,,0.0
2024-05-12,SKU_056,15.0,0.0,,,,,,0.0
2024-05-19,SKU_056,13.0,0.0,,,,,,0.0
2024-05-26,SKU_056,15.0,0.0,,,,,,0.0
2024-06-02,SKU_056,11.0,0.0,,,,,,0.0
2024-06-09,SKU_056,10.0,0.0,,,,,,0.0
2024-06-16,SKU_056,16.0,0.0,,,,,,0.0
2024-06-23,SKU_056,9.0,0.0,,,,,,0.0
2024-06-30,SKU_056,13.0,0.0,,,,,,0.0
2024-07-07,SKU_056,12.0,0.0,,,,,,0.0
2024-07-14,SKU_056,16.0,0.0,,,,,,0.0
2024-07-21,SKU_056,14.0,0.0,,,,,,0.0
2024-07-28,SKU_056,9.0,0.0,,,,,,0.0
2024-08-04,SKU_056,19.0,0.0,,,,,,0.0
2024-08-11,SKU_056,15.0,0.0,,,,,,0.0
2024-08-18,SKU_056,17.0,0.0,,,,,,0.0
2024-08-25,SKU_056,16.0,0.0,,,,,,0.0
2024-09-01,SKU_056,8.0,0.0,,,,,,0.0
2024-09-08,SKU_056,8.0,0.0,,,,,,0.0
2024-09-15,SKU_056,11.0,0.0,,,,,,0.0
2024-09-22,SKU_056,8.0,0.0,,,,,,0.0
2024-09-29,SKU_056,16.0,0.0,,,,,,0.0
2024-10-06,SKU_056,21.0,0.0,,,,,,0.0
2024-10-13,SKU_056,20.0,0.0,,,,,,0.0
2024-10-20,SKU_056,16.0,0.0,,,,,,0.0
2024-10-27,SKU_056,18.0,0.0,,,,,,0.0
2024-11-03,SKU_056,18.0,0.0,,,,,,0.0
2024-11-10,SKU_056,24.0,0.0,,,,,,0.0
2024-11-17,SKU_056,20.0,0.0,,,,,,0.0
2024-11-24,SKU_056,15.0,0.0,,,,,,0.0
2024-12-01,SKU_056,18.0,0.0,,,,,,0.0
2024-12-08,SKU_056,18.0,0.0,,,,,,0.0
2024-12-15,SKU_056,8.0,0.0,,,,,,0.0
2024-12-22,SKU_056,21.0,0.0,,,,,,0.0
2024-12-29,SKU_056,13.0,0.0,,,,,,0.0
2025-01-05,SKU_056,11.0,14.0,,,,,,0.0
2025-01-12,SKU_056,22.0,16.0,,,,,,0.0
2025-01-19,SKU_056,12.0,12.0,,,,,,0.0
2025-01-26,SKU_056,21.0,15.0,,,,,,0.0
2025-02-02,SKU_056,11.0,12.0,,,,,,0.0
2025-02-09,SKU_056,16.0,11.0,,,,,,0.0
2025-02-16,SKU_056,16.0,18.0,,,,,,0.0
2025-02-23,SKU_056,16.0,11.0,,,,,,0.0
2025-03-02,SKU_056,10.0,7.0,,,,,,0.0
2025-03-09,SKU_056,16.0,15.0,,,,,,0.0
2025-03-16,SKU_056,15.0,23.0,,,,,,0.0
2025-03-23,SKU_056,13.0,12.0,,,,,,0.0
2025-03-30,SKU_056,12.0,13.0,,,,,,0.0
2025-04-06,SKU_056,23.0,17.0,,,,,,0.0
2025-04-13,SKU_056,18.0,10.0,,,,,,0.0
2025-04-20,SKU_056,12.0,17.0,,,,,,0.0
2025-04-27,SKU_056,17.0,14.0,,,,,,0.0
2025-05-04,SKU_056,17.0,12.0,,,,,,0.0
2025-05-11,SKU_056,14.0,15.0,,,,,,0.0
2025-05-18,SKU_056,11.0,13.0,,,,,,0.0
2025-05-25,SKU_056,8.0,15.0,,,,,,0.0
2025-06-01,SKU_056,17.0,11.0,,,,,,0.0
2025-06-08,SKU_056,12.0,10.0,,,,,,0.0
2025-06-15,SKU_056,14.0,16.0,,,,,,0.0
2025-06-22,SKU_056,6.0,9.0,,,,,,0.0
2025-06-29,SKU_056,10.0,13.0,,,,,,0.0
2025-07-06,SKU_056,11.0,12.0,,,,,,0.0
2025-07-13,SKU_056,13.0,16.0,,,,,,0.0
2025-07-20,SKU_056,12.0,14.0,,,,,,0.0
2025-07-27,SKU_056,11.0,9.0,,,,,,0.0
2025-08-03,SKU_056,12.0,19.0,,,,,,0.0
2025-08-10,SKU_056,13.0,15.0,,,,,,0.0
2025-08-17,SKU_056,18.0,17.0,,,,,,0.0
2025-08-24,SKU_056,17.0,16.0,,,,,,0.0
2025-08-31,SKU_056,10.0,8.0,,,,,,0.0
2025-09-07,SKU_056,11.0,8.0,,,,,,0.0
2025-09-14,SKU_056,13.0,11.0,,,,,,0.0
2025-09-21,SKU_056,19.0,8.0,,,,,,0.0
2025-09-28,SKU_056,16.0,16.0,,,,,,0.0
2025-10-05,SKU_056,12.0,21.0,,,,,,0.0
2025-10-12,SKU_056,14.0,20.0,,,,,,0.0
2025-10-19,SKU_056,14.0,16.0,,,,,,0.0
2025-10-26,SKU_056,12.0,18.0,,,,,,0.0
2025-11-02,SKU_056,28.0,18.0,,,,,,0.0
2025-11-09,SKU_056,23.0,24.0,,,,,,0.0
2025-11-16,SKU_056,20.0,20.0,,,,,,0.0
2025-11-23,SKU_056,14.0,15.0,14.69,13.576248530422037,15.803751469577962,13.576248530422037,15.803751469577962,0.8701183356077835
2025-11-30,SKU_056,24.0,18.0,21.63,20.516248530422036,22.743751469577962,20.516248530422036,22.743751469577962,0.8701183356077835
2025-12-07,SKU_056,16.0,18.0,18.13,17.016248530422036,19.243751469577962,17.016248530422036,19.243751469577962,0.8701183356077835
2025-12-14,SKU_056,17.0,8.0,20.99,19.876248530422036,22.10375146957796,19.876248530422036,22.10375146957796,0.8701183356077835
2025-12-21,SKU_056,11.0,21.0,11.0,9.886248530422037,12.113751469577963,9.886248530422037,12.113751469577963,0.8701183356077835
2025-12-28,SKU_056,16.0,13.0,18.0,16.886248530422037,19.113751469577963,16.886248530422037,19.113751469577963,0.8701183356077835
2026-01-11,SKU_056,,22.0,4.37,3.2562485304220377,5.483751469577962,3.2562485304220377,5.483751469577962,0.8701183356077828
2026-01-18,SKU_056,,12.0,4.12,2.5449175666098798,5.69508243339012,2.5449175666098798,5.69508243339012,1.2305331510860316
2026-01-25,SKU_056,,21.0,4.16,2.2309258676864667,6.089074132313534,2.2309258676864667,6.089074132313534,1.507089165869948
2026-02-01,SKU_056,,11.0,4.13,1.902497060844075,6.357502939155925,1.902497060844075,6.357502939155925,1.7402366712155664
2026-02-08,SKU_056,,16.0,3.99,1.4995760039833872,6.480423996016613,1.4995760039833872,6.480423996016613,1.9456437468879788
2026-02-15,SKU_056,,16.0,4.16,1.4318771992590906,6.888122800740909,1.4318771992590906,6.888122800740909,2.131345938078835
2024-01-07,SKU_057,14.0,0.0,,,,,,0.0
2024-01-14,SKU_057,11.0,0.0,,,,,,0.0
2024-01-21,SKU_057,10.0,0.0,,,,,,0.0
2024-01-28,SKU_057,17.0,0.0,,,,,,0.0
2024-02-04,SKU_057,14.0,0.0,,,,,,0.0
2024-02-11,SKU_057,15.0,0.0,,,,,,0.0
2024-02-18,SKU_057,18.0,0.0,,,,,,0.0
2024-02-25,SKU_057,10.0,0.0,,,,,,0.0
2024-03-03,SKU_057,16.0,0.0,,,,,,0.0
2024-03-10,SKU_057,11.0,0.0,,,,,,0.0
2024-03-17,SKU_057,17.0,0.0,,,,,,0.0
2024-03-24,SKU_057,11.0,0.0,,,,,,0.0
2024-03-31,SKU_057,16.0,0.0,,,,,,0.0
2024-04-07,SKU_057,12.0,0.0,,,,,,0.0
2024-04-14,SKU_057,16.0,0.0,,,,,,0.0
2024-04-21,SKU_057,10.0,0.0,,,,,,0.0
2024-04-28,SKU_057,14.0,0.0,,,,,,0.0
2024-05-05,SKU_057,16.0,0.0,,,,,,0.0
2024-05-12,SKU_057,11.0,0.0,,,,,,0.0
2024-05-19,SKU_057,18.0,0.0,,,,,,0.0
2024-05-26,SKU_057,16.0,0.0,,,,,,0.0
2024-06-02,SKU_057,8.0,0.0,,,,,,0.0
2024-06-09,SKU_057,14.0,0.0,,,,,,0.0
2024-06-16,SKU_057,7.0,0.0,,,,,,0.0
2024-06-23,SKU_057,17.0,0.0,,,,,,0.0
2024-06-30,SKU_057,10.0,0.0,,,,,,0.0
2024-07-07,SKU_057,11.0,0.0,,,,,,0.0
2024-07-14,SKU_057,14.0,0.0,,,,,,0.0
2024-07-21,SKU_057,12.0,0.0,,,,,,0.0
2024-07-28,SKU_057,10.0,0.0,,,,,,0.0
2024-08-04,SKU_057,14.0,0.0,,,,,,0.0
2024-08-11,SKU_057,10.0,0.0,,,,,,0.0
2024-08-18,SKU_057,13.0,0.0,,,,,,0.0
2024-08-25,SKU_057,10.0,0.0,,,,,,0.0
2024-09-01,SKU_057,10.0,0.0,,,,,,0.0
2024-09-08,SKU_057,11.0,0.0,,,,,,0.0
2024-09-15,SKU_057,16.0,0.0,,,,,,0.0
2024-09-22,SKU_057,17.0,0.0,,,,,,0.0
2024-09-29,SKU_057,9.0,0.0,,,,,,0.0
2024-10-06,SKU_057,23.0,0.0,,,,,,0.0
2024-10-13,SKU_057,25.0,0.0,,,,,,0.0
2024-10-20,SKU_057,22.0,0.0,,,,,,0.0
2024-10-27,SKU_057,24.0,0.0,,,,,,0.0
2024-11-03,SKU_057,22.0,0.0,,,,,,0.0
2024-11-10,SKU_057,21.0,0.0,,,,,,0.0
2024-11-17,SKU_057,8.0,0.0,,,,,,0.0
2024-11-24,SKU_057,18.0,0.0,,,,,,0.0
2024-12-01,SKU_057,20.0,0.0,,,,,,0.0
2024-12-08,SKU_057,23.0,0.0,,,,,,0.0
2024-12-15,SKU_057,19.0,0.0,,,,,,0.0
2024-12-22,SKU_057,15.0,0.0,,,,,,0.0
2024-12-29,SKU_057,21.0,0.0,,,,,,0.0
2025-01-05,SKU_057,15.0,14.0,,,,,,0.0
2025-01-12,SKU_057,21.0,11.0,,,,,,0.0
2025-01-19,SKU_057,20.0,10.0,,,,,,0.0
2025-01-26,SKU_057,16.0,17.0,,,,,,0.0
2025-02-02,SKU_057,10.0,14.0,,,,,,0.0
2025-02-09,SKU_057,13.0,15.0,,,,,,0.0
2025-02-16,SKU_057,18.0,18.0,,,,,,0.0
2025-02-23,SKU_057,4.0,10.0,,,,,,0.0
2025-03-02,SKU_057,11.0,16.0,,,,,,0.0
2025-03-09,SKU_057,12.0,11.0,,,,,,0.0
2025-03-16,SKU_057,16.0,17.0,,,,,,0.0
2025-03-23,SKU_057,11.0,11.0,,,,,,0.0
2025-03-30,SKU_057,7.0,16.0,,,,,,0.0
2025-04-06,SKU_057,6.0,12.0,,,,,,0.0
2025-04-13,SKU_057,14.0,16.0,,,,,,0.0
2025-04-20,SKU_057,14.0,10.0,,,,,,0.0
2025-04-27,SKU_057,12.0,14.0,,,,,,0.0
2025-05-04,SKU_057,11.0,16.0,,,,,,0.0
2025-05-11,SKU_057,9.0,11.0,,,,,,0.0
2025-05-18,SKU_057,16.0,18.0,,,,,,0.0
2025-05-25,SKU_057,17.0,16.0,,,,,,0.0
2025-06-01,SKU_057,11.0,8.0,,,,,,0.0
2025-06-08,SKU_057,10.0,14.0,,,,,,0.0
2025-06-15,SKU_057,10.0,7.0,,,,,,0.0
2025-06-22,SKU_057,8.0,17.0,,,,,,0.0
2025-06-29,SKU_057,11.0,10.0,,,,,,0.0
2025-07-06,SKU_057,9.0,11.0,,,,,,0.0
2025-07-13,SKU_057,12.0,14.0,,,,,,0.0
2025-07-20,SKU_057,9.0,12.0,,,,,,0.0
2025-07-27,SKU_057,11.0,10.0,,,,,,0.0
2025-08-03,SKU_057,8.0,14.0,,,,,,0.0
2025-08-10,SKU_057,9.0,10.0,,,,,,0.0
2025-08-17,SKU_057,10.0,13.0,,,,,,0.0
2025-08-24,SKU_057,16.0,10.0,,,,,,0.0
2025-08-31,SKU_057,16.0,10.0,,,,,,0.0
2025-09-07,SKU_057,18.0,11.0,,,,,,0.0
2025-09-14,SKU_057,8.0,16.0,,,,,,0.0
2025-09-21,SKU_057,9.0,17.0,,,,,,0.0
2025-09-28,SKU_057,14.0,9.0,,,,,,0.0
2025-10-05,SKU_057,12.0,23.0,,,,,,0.0
2025-10-12,SKU_057,17.0,25.0,,,,,,0.0
2025-10-19,SKU_057,13.0,22.0,,,,,,0.0
2025-10-26,SKU_057,18.0,24.0,,,,,,0.0
2025-11-02,SKU_057,19.0,22.0,,,,,,0.0
2025-11-09,SKU_057,19.0,21.0,,,,,,0.0
2025-11-16,SKU_057,15.0,8.0,,,,,,0.0
2025-11-23,SKU_057,18.0,18.0,20.16,19.046248530422037,21.273751469577963,19.046248530422037,21.273751469577963,0.8701183356077835
2025-11-30,SKU_057,20.0,20.0,23.22,22.106248530422036,24.33375146957796,22.106248530422036,24.33375146957796,0.8701183356077835
2025-12-07,SKU_057,15.0,23.0,14.08,12.966248530422037,15.193751469577963,12.966248530422037,15.193751469577963,0.8701183356077835
2025-12-14,SKU_057,15.0,19.0,18.0,16.886248530422037,19.113751469577963,16.886248530422037,19.113751469577963,0.8701183356077835
2025-12-21,SKU_057,11.0,15.0,12.42,11.306248530422037,13.533751469577963,11.306248530422037,13.533751469577963,0.8701183356077835
2025-12-28,SKU_057,22.0,21.0,21.11,19.996248530422037,22.223751469577962,19.996248530422037,22.223751469577962,0.8701183356077835
2026-01-11,SKU_057,,21.0,3.93,2.8162485304220377,5.043751469577963,2.8162485304220377,5.043751469577963,0.8701183356077832
2026-01-18,SKU_057,,20.0,4.01,2.4349175666098795,5.58508243339012,2.4349175666098795,5.58508243339012,1.2305331510860316
2026-01-25,SKU_057,,16.0,4.02,2.090925867686466,5.949074132313533,2.090925867686466,5.949074132313533,1.507089165869948
2026-02-01,SKU_057,,10.0,4.05,1.822497060844075,6.277502939155925,1.822497060844075,6.277502939155925,1.7402366712155664
2026-02-08,SKU_057,,13.0,4.03,1.5395760039833872,6.520423996016613,1.5395760039833872,6.520423996016613,1.9456437468879788
2026-02-15,SKU_057,,18.0,4.06,1.33187719925909,6.78812280074091,1.33187719925909,6.78812280074091,2.131345938078836
2024-01-07,SKU_058,2.0,0.0,,,,,,0.0
2024-01-14,SKU_058,3.0,0.0,,,,,,0.0
2024-01-21,SKU_058,1.0,0.0,,,,,,0.0
2024-01-28,SKU_058,6.0,0.0,,,,,,0.0
2024-02-04,SKU_058,5.0,0.0,,,,,,0.0
2024-02-11,SKU_058,6.0,0.0,,,,,,0.0
2024-02-18,SKU_058,7.0,0.0,,,,,,0.0
2024-02-25,SKU_058,5.0,0.0,,,,,,0.0
2024-03-03,SKU_058,3.0,0.0,,,,,,0.0
2024-03-10,SKU_058,3.0,0.0,,,,,,0.0
2024-03-17,SKU_058,5.0,0.0,,,,,,0.0
2024-03-24,SKU_058,3.0,0.0,,,,,,0.0
2024-03-31,SKU_058,5.0,0.0,,,,,,0.0
2024-04-07,SKU_058,3.0,0.0,,,,,,0.0
2024-04-14,SKU_058,4.0,0.0,,,,,,0.0
2024-04-21,SKU_058,8.0,0.0,,,,,,0.0
2024-04-28,SKU_058,1.0,0.0,,,,,,0.0
2024-05-05,SKU_058,3.0,0.0,,,,,,0.0
2024-05-12,SKU_058,5.0,0.0,,,,,,0.0
2024-05-19,SKU_058,5.0,0.0,,,,,,0.0
2024-05-26,SKU_058,3.0,0.0,,,,,,0.0
2024-06-02,SKU_058,2.0,0.0,,,,,,0.0
2024-06-09,SKU_058,4.0,0.0,,,,,,0.0
2024-06-16,SKU_058,4.0,0.0,,,,,,0.0
2024-06-23,SKU_058,4.0,0.0,,,,,,0.0
2024-06-30,SKU_058,4.0,0.0,,,,,,0.0
2024-07-07,SKU_058,1.0,0.0,,,,,,0.0
2024-07-14,SKU_058,7.0,0.0,,,,,,0.0
2024-07-21,SKU_058,5.0,0.0,,,,,,0.0
2024-07-28,SKU_058,7.0,0.0,,,,,,0.0
2024-08-04,SKU_058,0.0,0.0,,,,,,0.0
2024-08-11,SKU_058,3.0,0.0,,,,,,0.0
2024-08-18,SKU_058,3.0,0.0,,,,,,0.0
2024-08-25,SKU_058,4.0,0.0,,,,,,0.0
2024-09-01,SKU_058,1.0,0.0,,,,,,0.0
2024-09-08,SKU_058,4.0,0.0,,,,,,0.0
2024-09-15,SKU_058,0.0,0.0,,,,,,0.0
2024-09-22,SKU_058,6.0,0.0,,,,,,0.0
2024-09-29,SKU_058,2.0,0.0,,,,,,0.0
2024-10-06,SKU_058,10.0,0.0,,,,,,0.0
2024-10-13,SKU_058,7.0,0.0,,,,,,0.0
2024-10-20,SKU_058,11.0,0.0,,,,,,0.0
2024-10-27,SKU_058,5.0,0.0,,,,,,0.0
2024-11-03,SKU_058,6.0,0.0,,,,,,0.0
2024-11-10,SKU_058,8.0,0.0,,,,,,0.0
2024-11-17,SKU_058,8.0,0.0,,,,,,0.0
2024-11-24,SKU_058,5.0,0.0,,,,,,0.0
2024-12-01,SKU_058,6.0,0.0,,,,,,0.0
2024-12-08,SKU_058,2.0,0.0,,,,,,0.0
2024-12-15,SKU_058,9.0,0.0,,,,,,0.0
2024-12-22,SKU_058,3.0,0.0,,,,,,0.0
2024-12-29,SKU_058,7.0,0.0,,,,,,0.0
2025-01-05,SKU_058,4.0,2.0,,,,,,0.0
2025-01-12,SKU_058,7.0,3.0,,,,,,0.0
2025-01-19,SKU_058,4.0,1.0,,,,,,0.0
2025-01-26,SKU_058,3.0,6.0,,,,,,0.0
2025-02-02,SKU_058,4.0,5.0,,,,,,0.0
2025-02-09,SKU_058,1.0,6.0,,,,,,0.0
2025-02-16,SKU_058,1.0,7.0,,,,,,0.0
2025-02-23,SKU_058,6.0,5.0,,,,,,0.0
2025-03-02,SKU_058,5.0,3.0,,,,,,0.0
2025-03-09,SKU_058,2.0,3.0,,,,,,0.0
2025-03-16,SKU_058,3.0,5.0,,,,,,0.0
2025-03-23,SKU_058,4.0,3.0,,,,,,0.0
2025-03-30,SKU_058,7.0,5.0,,,,,,0.0
2025-04-06,SKU_058,5.0,3.0,,,,,,0.0
2025-04-13,SKU_058,7.0,4.0,,,,,,0.0
2025-04-20,SKU_058,7.0,8.0,,,,,,0.0
2025-04-27,SKU_058,4.0,1.0,,,,,,0.0
2025-05-04,SKU_058,4.0,3.0,,,,,,0.0
2025-05-11,SKU_058,4.0,5.0,,,,,,0.0
2025-05-18,SKU_058,2.0,5.0,,,,,,0.0
2025-05-25,SKU_058,6.0,3.0,,,,,,0.0
2025-06-01,SKU_058,5.0,2.0,,,,,,0.0
2025-06-08,SKU_058,6.0,4.0,,,,,,0.0
2025-06-15,SKU_058,4.0,4.0,,,,,,0.0
2025-06-22,SKU_058,2.0,4.0,,,,,,0.0
2025-06-29,SKU_058,5.0,4.0,,,,,,0.0
2025-07-06,SKU_058,2.0,1.0,,,,,,0.0
2025-07-13,SKU_058,5.0,7.0,,,,,,0.0
2025-07-20,SKU_058,3.0,5.0,,,,,,0.0
2025-07-27,SKU_058,5.0,7.0,,,,,,0.0
2025-08-03,SKU_058,6.0,0.0,,,,,,0.0
2025-08-10,SKU_058,1.0,3.0,,,,,,0.0
2025-08-17,SKU_058,5.0,3.0,,,,,,0.0
2025-08-24,SKU_058,6.0,4.0,,,,,,0.0
2025-08-31,SKU_058,4.0,1.0,,,,,,0.0
2025-09-07,SKU_058,4.0,4.0,,,,,,0.0
2025-09-14,SKU_058,4.0,0.0,,,,,,0.0
2025-09-21,SKU_058,4.0,6.0,,,,,,0.0
2025-09-28,SKU_058,7.0,2.0,,,,,,0.0
2025-10-05,SKU_058,2.0,10.0,,,,,,0.0
2025-10-12,SKU_058,3.0,7.0,,,,,,0.0
2025-10-19,SKU_058,5.0,11.0,,,,,,0.0
2025-10-26,SKU_058,5.0,5.0,,,,,,0.0
2025-11-02,SKU_058,12.0,6.0,,,,,,0.0
2025-11-09,SKU_058,5.0,8.0,,,,,,0.0
2025-11-16,SKU_058,9.0,8.0,,,,,,0.0
2025-11-23,SKU_058,5.0,5.0,4.32,3.206248530422038,5.433751469577963,3.206248530422038,5.433751469577963,0.8701183356077835
2025-11-30,SKU_058,7.0,6.0,7.11,5.996248530422038,8.223751469577962,5.996248530422038,8.223751469577962,0.8701183356077828
2025-12-07,SKU_058,6.0,2.0,6.59,5.476248530422037,7.703751469577963,5.476248530422037,7.703751469577963,0.8701183356077835
2025-12-14,SKU_058,3.0,9.0,3.33,2.2162485304220376,4.443751469577963,2.2162485304220376,4.443751469577963,0.8701183356077835
2025-12-21,SKU_058,3.0,3.0,4.15,3.036248530422038,5.263751469577963,3.036248530422038,5.263751469577963,0.8701183356077835
2025-12-28,SKU_058,3.0,7.0,4.06,2.946248530422037,5.173751469577962,2.946248530422037,5.173751469577962,0.8701183356077828
2026-01-11,SKU_058,,7.0,3.82,2.7062485304220374,4.933751469577962,2.7062485304220374,4.933751469577962,0.8701183356077832
2026-01-18,SKU_058,,4.0,3.55,1.9749175666098797,5.12508243339012,1.9749175666098797,5.12508243339012,1.2305331510860316
2026-01-25,SKU_058,,3.0,3.48,1.5509258676864663,5.409074132313534,1.5509258676864663,5.409074132313534,1.5070891658699483
2026-02-01,SKU_058,,4.0,3.18,0.9524970608440753,5.4075029391559255,0.9524970608440753,5.4075029391559255,1.7402366712155666
2026-02-08,SKU_058,,1.0,3.5,1.009576003983387,5.990423996016613,1.009576003983387,5.990423996016613,1.9456437468879788
2026-02-15,SKU_058,,1.0,3.12,0.3918771992590906,5.84812280074091,0.3918771992590906,5.84812280074091,2.131345938078836
2024-01-07,SKU_059,3.0,0.0,,,,,,0.0
2024-01-14,SKU_059,7.0,0.0,,,,,,0.0
2024-01-21,SKU_059,3.0,0.0,,,,,,0.0
2024-01-28,SKU_059,3.0,0.0,,,,,,0.0
2024-02-04,SKU_059,7.0,0.0,,,,,,0.0
2024-02-11,SKU_059,3.0,0.0,,,,,,0.0
2024-02-18,SKU_059,2.0,0.0,,,,,,0.0
2024-02-25,SKU_059,3.0,0.0,,,,,,0.0
2024-03-03,SKU_059,7.0,0.0,,,,,,0.0
2024-03-10,SKU_059,3.0,0.0,,,,,,0.0
2024-03-17,SKU_059,3.0,0.0,,,,,,0.0
2024-03-24,SKU_059,3.0,0.0,,,,,,0.0
2024-03-31,SKU_059,5.0,0.0,,,,,,0.0
2024-04-07,SKU_059,7.0,0.0,,,,,,0.0
2024-04-14,SKU_059,4.0,0.0,,,,,,0.0
2024-04-21,SKU_059,3.0,0.0,,,,,,0.0
2024-04-28,SKU_059,3.0,0.0,,,,,,0.0
2024-05-05,SKU_059,5.0,0.0,,,,,,0.0
2024-05-12,SKU_059,2.0,0.0,,,,,,0.0
2024-05-19,SKU_059,4.0,0.0,,,,,,0.0
2024-05-26,SKU_059,6.0,0.0,,,,,,0.0
2024-06-02,SKU_059,1.0,0.0,,,,,,0.0
2024-06-09,SKU_059,5.0,0.0,,,,,,0.0
2024-06-16,SKU_059,5.0,0.0,,,,,,0.0
2024-06-23,SKU_059,1.0,0.0,,,,,,0.0
2024-06-30,SKU_059,10.0,0.0,,,,,,0.0
2024-07-07,SKU_059,4.0,0.0,,,,,,0.0
2024-07-14,SKU_059,5.0,0.0,,,,,,0.0
2024-07-21,SKU_059,1.0,0.0,,,,,,0.0
2024-07-28,SKU_059,5.0,0.0,,,,,,0.0
2024-08-04,SKU_059,2.0,0.0,,,,,,0.0
2024-08-11,SKU_059,4.0,0.0,,,,,,0.0
2024-08-18,SKU_059,2.0,0.0,,,,,,0.0
2024-08-25,SKU_059,1.0,0.0,,,,,,0.0
2024-09-01,SKU_059,5.0,0.0,,,,,,0.0
2024-09-08,SKU_059,3.0,0.0,,,,,,0.0
2024-09-15,SKU_059,5.0,0.0,,,,,,0.0
2024-09-22,SKU_059,2.0,0.0,,,,,,0.0
2024-09-29,SKU_059,6.0,0.0,,,,,,0.0
2024-10-06,SKU_059,7.0,0.0,,,,,,0.0
2024-10-13,SKU_059,10.0,0.0,,,,,,0.0
2024-10-20,SKU_059,9.0,0.0,,,,,,0.0
2024-10-27,SKU_059,2.0,0.0,,,,,,0.0
2024-11-03,SKU_059,8.0,0.0,,,,,,0.0
2024-11-10,SKU_059,3.0,0.0,,,,,,0.0
2024-11-17,SKU_059,6.0,0.0,,,,,,0.0
2024-11-24,SKU_059,1.0,0.0,,,,,,0.0
2024-12-01,SKU_059,4.0,0.0,,,,,,0.0
2024-12-08,SKU_059,6.0,0.0,,,,,,0.0
2024-12-15,SKU_059,4.0,0.0,,,,,,0.0
2024-12-22,SKU_059,6.0,0.0,,,,,,0.0
2024-12-29,SKU_059,7.0,0.0,,,,,,0.0
2025-01-05,SKU_059,5.0,3.0,,,,,,0.0
2025-01-12,SKU_059,2.0,7.0,,,,,,0.0
2025-01-19,SKU_059,6.0,3.0,,,,,,0.0
2025-01-26,SKU_059,4.0,3.0,,,,,,0.0
2025-02-02,SKU_059,8.0,7.0,,,,,,0.0
2025-02-09,SKU_059,5.0,3.0,,,,,,0.0
2025-02-16,SKU_059,6.0,2.0,,,,,,0.0
2025-02-23,SKU_059,3.0,3.0,,,,,,0.0
2025-03-02,SKU_059,4.0,7.0,,,,,,0.0
2025-03-09,SKU_059,8.0,3.0,,,,,,0.0
2025-03-16,SKU_059,5.0,3.0,,,,,,0.0
2025-03-23,SKU_059,2.0,3.0,,,,,,0.0
2025-03-30,SKU_059,4.0,5.0,,,,,,0.0
2025-04-06,SKU_059,4.0,7.0,,,,,,0.0
2025-04-13,SKU_059,5.0,4.0,,,,,,0.0
2025-04-20,SKU_059,3.0,3.0,,,,,,0.0
2025-04-27,SKU_059,2.0,3.0,,,,,,0.0
2025-05-04,SKU_059,3.0,5.0,,,,,,0.0
2025-05-11,SKU_059,5.0,2.0,,,,,,0.0
2025-05-18,SKU_059,0.0,4.0,,,,,,0.0
2025-05-25,SKU_059,7.0,6.0,,,,,,0.0
2025-06-01,SKU_059,5.0,1.0,,,,,,0.0
2025-06-08,SKU_059,2.0,5.0,,,,,,0.0
2025-06-15,SKU_059,6.0,5.0,,,,,,0.0
2025-06-22,SKU_059,7.0,1.0,,,,,,0.0
2025-06-29,SKU_059,4.0,10.0,,,,,,0.0
2025-07-06,SKU_059,4.0,4.0,,,,,,0.0
2025-07-13,SKU_059,3.0,5.0,,,,,,0.0
2025-07-20,SKU_059,10.0,1.0,,,,,,0.0
2025-07-27,SKU_059,6.0,5.0,,,,,,0.0
