date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-03-27,SKU_128,2.0,8351.5,4175.75,0
2024-03-27,SKU_129,2.0,5277.24,2638.62,1
2024-03-27,SKU_131,1.0,3113.78,3113.78,0
2024-03-27,SKU_132,6.0,11487.12,1914.52,0
2024-03-27,SKU_133,2.0,13985.86,6992.93,0
2024-03-27,SKU_134,2.0,11900.48,5950.24,0
2024-03-27,SKU_135,2.0,8563.32,4281.66,0
2024-03-27,SKU_136,1.0,5057.24,5057.24,0
2024-03-27,SKU_137,1.0,5129.48,5129.48,0
2024-03-27,SKU_140,1.0,6487.08,6487.08,0
2024-03-27,SKU_142,1.0,6484.02,6484.02,1
2024-03-27,SKU_143,2.0,14641.02,7320.51,0
2024-03-27,SKU_145,4.0,27188.96,6797.24,0
2024-03-27,SKU_146,2.0,10495.78,5247.89,0
2024-03-27,SKU_149,2.0,10451.04,5225.52,0
2024-03-27,SKU_151,3.0,19902.87,6634.29,0
2024-03-27,SKU_152,2.0,8052.24,4026.12,0
2024-03-27,SKU_153,2.0,6901.94,3450.97,1
2024-03-27,SKU_155,2.0,9249.52,4624.76,0
2024-03-27,SKU_161,1.0,4679.75,4679.75,0
2024-03-27,SKU_163,3.0,8337.21,2779.07,0
2024-03-27,SKU_164,6.0,39521.34,6586.89,0
2024-03-27,SKU_167,2.0,16166.8,8083.4,0
2024-03-27,SKU_169,1.0,3155.87,3155.87,1
2024-03-27,SKU_170,2.0,7721.32,3860.66,0
2024-03-27,SKU_171,1.0,1275.54,1275.54,0
2024-03-27,SKU_172,1.0,2542.89,2542.89,0
2024-03-27,SKU_174,2.0,9154.22,4577.11,0
2024-03-27,SKU_175,8.0,12642.56,1580.32,1
2024-03-27,SKU_176,10.0,36324.5,3632.45,0
2024-03-27,SKU_179,1.0,3373.13,3373.13,0
2024-03-27,SKU_181,3.0,3595.56,1198.52,0
2024-03-27,SKU_182,2.0,5671.0,2835.5,0
2024-03-27,SKU_184,2.0,2901.76,1450.88,0
2024-03-27,SKU_186,6.0,35303.64,5883.94,0
2024-03-27,SKU_187,10.0,25998.8,2599.88,0
2024-03-27,SKU_188,1.0,5474.01,5474.01,0
2024-03-27,SKU_194,1.0,945.38,945.38,0
2024-03-27,SKU_195,5.0,15700.2,3140.04,0
2024-03-27,SKU_196,2.0,1807.62,903.81,1
2024-03-27,SKU_197,4.0,12942.96,3235.74,0
2024-03-27,SKU_198,1.0,5892.16,5892.16,0
2024-03-28,SKU_003,1.0,7077.75,7077.75,0
2024-03-28,SKU_004,2.0,8492.8,4246.4,0
2024-03-28,SKU_007,3.0,16421.04,5473.68,0
2024-03-28,SKU_008,2.0,4360.72,2180.36,0
2024-03-28,SKU_009,1.0,5807.64,5807.64,0
2024-03-28,SKU_012,1.0,575.68,575.68,0
2024-03-28,SKU_014,1.0,1227.34,1227.34,0
2024-03-28,SKU_016,1.0,6357.93,6357.93,0
2024-03-28,SKU_020,4.0,3530.52,882.63,0
2024-03-28,SKU_023,2.0,4263.22,2131.61,0
2024-03-28,SKU_024,3.0,23258.25,7752.75,0
2024-03-28,SKU_025,1.0,3635.08,3635.08,1
2024-03-28,SKU_027,1.0,6601.75,6601.75,1
2024-03-28,SKU_028,1.0,2004.11,2004.11,0
2024-03-28,SKU_029,2.0,3971.34,1985.67,0
2024-03-28,SKU_030,2.0,984.76,492.38,0
2024-03-28,SKU_032,3.0,7373.88,2457.96,0
2024-03-28,SKU_035,12.0,54618.12,4551.51,0
2024-03-28,SKU_036,6.0,36851.76,6141.96,0
2024-03-28,SKU_037,1.0,1762.01,1762.01,0
2024-03-28,SKU_038,4.0,4701.44,1175.36,0
2024-03-28,SKU_041,1.0,9237.75,9237.75,0
2024-03-28,SKU_043,15.0,91724.1,6114.94,1
2024-03-28,SKU_045,,,3931.32,0
2024-03-28,SKU_048,1.0,2288.89,2288.89,1
2024-03-28,SKU_050,3.0,19110.45,6370.15,0
2024-03-28,SKU_051,1.0,8195.13,8195.13,0
2024-03-28,SKU_052,1.0,1378.0,1378.0,0
2024-03-28,SKU_053,1.0,2801.83,2801.83,0
2024-03-28,SKU_054,2.0,8235.08,4117.54,0
2024-03-28,SKU_055,2.0,5405.22,2702.61,0
2024-03-28,SKU_056,2.0,10218.9,5109.45,0
2024-03-28,SKU_060,2.0,14429.58,7214.79,0
2024-03-28,SKU_061,1.0,3292.52,3292.52,0
2024-03-28,SKU_062,1.0,8973.39,8973.39,0
2024-03-28,SKU_065,1.0,2068.28,2068.28,0
2024-03-28,SKU_066,1.0,501.56,501.56,0
2024-03-28,SKU_068,3.0,10694.58,3564.86,0
2024-03-28,SKU_069,1.0,7582.31,7582.31,0
2024-03-28,SKU_070,9.0,67393.71,7488.19,0
2024-03-28,SKU_071,12.0,44634.12,3719.51,1
2024-03-28,SKU_072,1.0,6363.95,6363.95,0
2024-03-28,SKU_073,9.0,9824.4,1091.6,0
2024-03-28,SKU_076,4.0,7376.68,1844.17,0
2024-03-28,SKU_077,14.0,15802.22,1128.73,0
2024-03-28,SKU_078,4.0,9236.52,2309.13,0
2024-03-28,SKU_080,2.0,4638.54,2319.27,1
2024-03-28,SKU_082,1.0,1033.02,1033.02,0
2024-03-28,SKU_083,2.0,18304.94,9152.47,0
2024-03-28,SKU_084,4.0,19841.0,4960.25,0
2024-03-28,SKU_085,2.0,16238.6,8119.3,0
2024-03-28,SKU_086,1.0,6114.27,6114.27,0
2024-03-28,SKU_087,1.0,3016.54,3016.54,0
2024-03-28,SKU_088,1.0,5829.69,5829.69,0
2024-03-28,SKU_089,2.0,4100.42,2050.21,0
2024-03-28,SKU_094,1.0,732.98,732.98,0
2024-03-28,SKU_095,3.0,16134.12,5378.04,0
2024-03-28,SKU_097,9.0,32818.68,3646.52,0
2024-03-28,SKU_098,2.0,6050.18,3025.09,0
2024-03-28,SKU_099,11.0,52657.22,4787.02,0
2024-03-28,SKU_100,1.0,3659.7,3659.7,0
2024-03-28,SKU_101,3.0,4497.3,1499.1,0
2024-03-28,SKU_103,1.0,609.35,609.35,0
2024-03-28,SKU_104,2.0,14539.22,7269.61,0
2024-03-28,SKU_106,3.0,6318.3,2106.1,0
2024-03-28,SKU_108,1.0,8047.99,8047.99,0
2024-03-28,SKU_114,1.0,3813.08,3813.08,0
2024-03-28,SKU_116,3.0,5479.92,1826.64,0
2024-03-28,SKU_117,1.0,7759.02,7759.02,1
2024-03-28,SKU_118,1.0,2099.47,2099.47,0
2024-03-28,SKU_119,1.0,1771.84,1771.84,0
2024-03-28,SKU_120,2.0,1968.62,984.31,0
2024-03-28,SKU_123,1.0,3105.99,3105.99,0
2024-03-28,SKU_125,2.0,13205.26,6602.63,0
2024-03-28,SKU_128,1.0,4175.75,4175.75,0
2024-03-28,SKU_129,2.0,6004.04,3002.02,0
2024-03-28,SKU_132,7.0,13401.64,1914.52,0
2024-03-28,SKU_134,3.0,15509.82,5169.94,1
2024-03-28,SKU_138,1.0,626.7,626.7,0
2024-03-28,SKU_142,1.0,6976.29,6976.29,0
2024-03-28,SKU_145,3.0,20391.72,6797.24,0
2024-03-28,SKU_146,2.0,10495.78,5247.89,0
2024-03-28,SKU_147,1.0,6936.26,6936.26,0
2024-03-28,SKU_149,1.0,5225.52,5225.52,0
2024-03-28,SKU_151,1.0,6634.29,6634.29,0
2024-03-28,SKU_152,1.0,4026.12,4026.12,0
2024-03-28,SKU_153,1.0,3891.69,3891.69,0
2024-03-28,SKU_156,1.0,6221.33,6221.33,0
2024-03-28,SKU_157,1.0,8462.06,8462.06,0
2024-03-28,SKU_158,1.0,1514.02,1514.02,0
2024-03-28,SKU_159,1.0,7352.95,7352.95,0
2024-03-28,SKU_162,1.0,283.61,283.61,0
2024-03-28,SKU_163,2.0,5558.14,2779.07,0
2024-03-28,SKU_164,9.0,59282.01,6586.89,0
2024-03-28,SKU_166,1.0,2005.02,2005.02,0
2024-03-28,SKU_169,1.0,3710.4,3710.4,0
2024-03-28,SKU_170,1.0,3860.66,3860.66,0
2024-03-28,SKU_171,3.0,3826.62,1275.54,0
2024-03-28,SKU_172,1.0,2542.89,2542.89,0
2024-03-28,SKU_173,2.0,7088.32,3544.16,0
2024-03-28,SKU_174,2.0,9154.22,4577.11,0
2024-03-28,SKU_175,7.0,10783.57,1540.51,1
2024-03-28,SKU_176,5.0,18162.25,3632.45,0
2024-03-28,SKU_177,1.0,817.55,817.55,0
2024-03-28,SKU_179,1.0,3373.13,3373.13,0
2024-03-28,SKU_180,2.0,8924.32,4462.16,0
2024-03-28,SKU_181,2.0,2397.04,1198.52,0
2024-03-28,SKU_182,1.0,2835.5,2835.5,0
2024-03-28,SKU_184,2.0,2541.64,1270.82,1
2024-03-28,SKU_185,1.0,6646.24,6646.24,0
2024-03-28,SKU_186,10.0,58839.4,5883.94,0
2024-03-28,SKU_187,3.0,7799.64,2599.88,0
2024-03-28,SKU_188,1.0,5474.01,5474.01,0
2024-03-28,SKU_190,1.0,3006.57,3006.57,0
2024-03-28,SKU_192,2.0,3092.1,1546.05,0
2024-03-28,SKU_194,2.0,1890.76,945.38,0
2024-03-28,SKU_197,6.0,19414.44,3235.74,0
2024-03-29,SKU_002,1.0,7369.09,7369.09,0
2024-03-29,SKU_003,3.0,21233.25,7077.75,0
2024-03-29,SKU_004,1.0,4246.4,4246.4,0
2024-03-29,SKU_007,4.0,21894.72,5473.68,0
2024-03-29,SKU_008,3.0,6541.08,2180.36,0
2024-03-29,SKU_014,1.0,1227.34,1227.34,0
2024-03-29,SKU_019,3.0,18867.87,6289.29,0
2024-03-29,SKU_020,3.0,2647.89,882.63,0
2024-03-29,SKU_021,1.0,6554.34,6554.34,0
2024-03-29,SKU_023,4.0,8526.44,2131.61,0
2024-03-29,SKU_024,2.0,14047.26,7023.63,1
2024-03-29,SKU_026,1.0,4421.91,4421.91,0
2024-03-29,SKU_027,2.0,14103.28,7051.64,0
2024-03-29,SKU_028,2.0,4008.22,2004.11,0
2024-03-29,SKU_032,4.0,9831.84,2457.96,0
2024-03-29,SKU_033,1.0,7546.12,7546.12,0
2024-03-29,SKU_034,2.0,12900.38,6450.19,0
2024-03-29,SKU_035,6.0,27309.06,4551.51,0
2024-03-29,SKU_036,5.0,27894.1,5578.82,1
2024-03-29,SKU_037,1.0,1762.01,1762.01,0
2024-03-29,SKU_038,4.0,4701.44,1175.36,0
2024-03-29,SKU_040,1.0,789.14,789.14,0
2024-03-29,SKU_041,1.0,9237.75,9237.75,0
2024-03-29,SKU_043,15.0,97825.5,6521.7,0
2024-03-29,SKU_045,3.0,11793.96,3931.32,0
2024-03-29,SKU_046,2.0,10854.3,5427.15,1
2024-03-29,SKU_048,1.0,2138.51,2138.51,1
2024-03-29,SKU_049,1.0,5765.3,5765.3,0
2024-03-29,SKU_050,3.0,19110.45,6370.15,0
2024-03-29,SKU_051,1.0,8195.13,8195.13,0
2024-03-29,SKU_052,2.0,2756.0,1378.0,0
2024-03-29,SKU_053,2.0,5603.66,2801.83,0
2024-03-29,SKU_055,2.0,5405.22,2702.61,0
2024-03-29,SKU_057,3.0,11623.62,3874.54,0
2024-03-29,SKU_058,2.0,8261.12,4130.56,0
2024-03-29,SKU_060,2.0,14429.58,7214.79,0
2024-03-29,SKU_066,1.0,501.56,501.56,0
2024-03-29,SKU_067,1.0,1032.18,1032.18,0
2024-03-29,SKU_068,6.0,21389.16,3564.86,0
2024-03-29,SKU_069,4.0,30329.24,7582.31,0
2024-03-29,SKU_070,11.0,82370.09,7488.19,0
2024-03-29,SKU_071,8.0,31490.72,3936.34,0
2024-03-29,SKU_072,2.0,12727.9,6363.95,0
2024-03-29,SKU_073,11.0,12007.6,1091.6,0
2024-03-29,SKU_074,2.0,1030.84,515.42,0
2024-03-29,SKU_075,4.0,24264.4,6066.1,0
2024-03-29,SKU_076,8.0,14753.36,1844.17,0
2024-03-29,SKU_077,2.0,2257.46,1128.73,0
2024-03-29,SKU_078,6.0,13854.78,2309.13,0
2024-03-29,SKU_079,1.0,7354.13,7354.13,0
2024-03-29,SKU_080,2.0,5192.44,2596.22,0
2024-03-29,SKU_081,1.0,9252.86,9252.86,0
2024-03-29,SKU_082,4.0,4132.08,1033.02,0
2024-03-29,SKU_083,4.0,36609.88,9152.47,0
2024-03-29,SKU_084,4.0,19841.0,4960.25,0
2024-03-29,SKU_085,1.0,8119.3,8119.3,0
2024-03-29,SKU_086,1.0,6114.27,6114.27,0
2024-03-29,SKU_089,2.0,4100.42,2050.21,0
2024-03-29,SKU_091,1.0,4948.92,4948.92,0
2024-03-29,SKU_092,1.0,2436.78,2436.78,0
2024-03-29,SKU_093,1.0,7336.88,7336.88,0
2024-03-29,SKU_095,4.0,21512.16,5378.04,0
2024-03-29,SKU_097,14.0,47091.1,3363.65,1
2024-03-29,SKU_098,4.0,12100.36,3025.09,0
2024-03-29,SKU_099,6.0,28722.12,4787.02,0
2024-03-29,SKU_100,1.0,3659.7,3659.7,0
2024-03-29,SKU_104,1.0,6757.35,6757.35,1
2024-03-29,SKU_105,1.0,6145.39,6145.39,0
2024-03-29,SKU_106,1.0,2106.1,2106.1,0
2024-03-29,SKU_108,2.0,16095.98,8047.99,0
2024-03-29,SKU_109,1.0,3886.47,3886.47,0
2024-03-29,SKU_113,1.0,1691.11,1691.11,0
2024-03-29,SKU_116,1.0,1826.64,1826.64,0
2024-03-29,SKU_120,4.0,3937.24,984.31,0
2024-03-29,SKU_128,3.0,12527.25,4175.75,0
2024-03-29,SKU_132,15.0,28717.8,1914.52,0
2024-03-29,SKU_133,1.0,6137.45,6137.45,1
2024-03-29,SKU_134,4.0,23800.96,5950.24,0
2024-03-29,SKU_136,1.0,5057.24,5057.24,0
2024-03-29,SKU_137,2.0,10258.96,5129.48,0
2024-03-29,SKU_138,2.0,1253.4,626.7,0
2024-03-29,SKU_139,1.0,2001.28,2001.28,0
2024-03-29,SKU_142,3.0,19685.49,6561.83,1
2024-03-29,SKU_143,1.0,7320.51,7320.51,0
2024-03-29,SKU_145,2.0,13594.48,6797.24,0
2024-03-29,SKU_146,1.0,5247.89,5247.89,0
2024-03-29,SKU_147,2.0,13872.52,6936.26,0
2024-03-29,SKU_148,2.0,16123.78,8061.89,0
2024-03-29,SKU_150,1.0,2455.9,2455.9,0
2024-03-29,SKU_153,2.0,7783.38,3891.69,0
2024-03-29,SKU_154,2.0,12272.76,6136.38,0
2024-03-29,SKU_155,1.0,4624.76,4624.76,0
2024-03-29,SKU_156,1.0,5291.91,5291.91,1
2024-03-29,SKU_160,3.0,5106.57,1702.19,1
2024-03-29,SKU_161,3.0,14039.25,4679.75,0
2024-03-29,SKU_162,1.0,249.52,249.52,1
2024-03-29,SKU_163,1.0,2779.07,2779.07,0
2024-03-29,SKU_164,3.0,19760.67,6586.89,0
2024-03-29,SKU_167,2.0,16166.8,8083.4,0
2024-03-29,SKU_169,2.0,7420.8,3710.4,0
2024-03-29,SKU_170,2.0,7721.32,3860.66,0
2024-03-29,SKU_171,4.0,5102.16,1275.54,0
2024-03-29,SKU_172,1.0,2542.89,2542.89,0
2024-03-29,SKU_174,3.0,13731.33,4577.11,0
2024-03-29,SKU_176,14.0,50854.3,3632.45,0
2024-03-29,SKU_180,1.0,4462.16,4462.16,0
2024-03-29,SKU_181,5.0,5681.1,1136.22,1
2024-03-29,SKU_182,4.0,11342.0,2835.5,0
2024-03-29,SKU_183,1.0,1922.32,1922.32,0
2024-03-29,SKU_184,4.0,5803.52,1450.88,0
2024-03-29,SKU_185,1.0,6646.24,6646.24,0
2024-03-29,SKU_186,8.0,47071.52,5883.94,0
2024-03-29,SKU_187,9.0,23398.92,2599.88,0
2024-03-29,SKU_190,2.0,6013.14,3006.57,0
2024-03-29,SKU_192,2.0,3092.1,1546.05,0
2024-03-29,SKU_193,1.0,8292.89,8292.89,0
2024-03-29,SKU_194,1.0,945.38,945.38,0
2024-03-29,SKU_195,1.0,3140.04,3140.04,0
2024-03-29,SKU_197,4.0,12942.96,3235.74,0
2024-03-29,SKU_198,1.0,5892.16,5892.16,0
2024-03-29,SKU_200,2.0,11916.58,5958.29,0
2024-03-30,SKU_002,1.0,7369.09,7369.09,0
2024-03-30,SKU_003,4.0,28311.0,7077.75,0
2024-03-30,SKU_004,3.0,12739.2,4246.4,0
2024-03-30,SKU_007,4.0,21894.72,5473.68,0
2024-03-30,SKU_008,4.0,8721.44,2180.36,0
2024-03-30,SKU_009,2.0,11615.28,5807.64,0
2024-03-30,SKU_010,4.0,7112.8,1778.2,1
2024-03-30,SKU_011,2.0,8003.86,4001.93,0
2024-03-30,SKU_012,1.0,575.68,575.68,0
2024-03-30,SKU_016,2.0,12715.86,6357.93,0
2024-03-30,SKU_018,2.0,7274.02,3637.01,1
2024-03-30,SKU_019,3.0,18867.87,6289.29,0
2024-03-30,SKU_020,7.0,6178.41,882.63,0
2024-03-30,SKU_021,2.0,13108.68,6554.34,0
2024-03-30,SKU_022,1.0,6851.82,6851.82,1
2024-03-30,SKU_023,2.0,4263.22,2131.61,0
2024-03-30,SKU_026,2.0,8843.82,4421.91,0
2024-03-30,SKU_027,1.0,7051.64,7051.64,0
2024-03-30,SKU_029,2.0,3971.34,1985.67,0
2024-03-30,SKU_030,4.0,1969.52,492.38,0
2024-03-30,SKU_031,1.0,7071.92,7071.92,0
2024-03-30,SKU_032,6.0,14747.76,2457.96,0
2024-03-30,SKU_033,3.0,22638.36,7546.12,0
2024-03-30,SKU_035,24.0,101107.92,4212.83,1
2024-03-30,SKU_036,6.0,36851.76,6141.96,0
2024-03-30,SKU_038,5.0,5876.8,1175.36,0
2024-03-30,SKU_043,7.0,45651.9,6521.7,0
2024-03-30,SKU_044,1.0,4274.72,4274.72,1
2024-03-30,SKU_045,4.0,15725.28,3931.32,0
2024-03-30,SKU_047,1.0,745.82,745.82,0
2024-03-30,SKU_048,1.0,2337.97,2337.97,1
2024-03-30,SKU_050,7.0,44591.05,6370.15,0
2024-03-30,SKU_052,3.0,3767.07,1255.69,1
2024-03-30,SKU_054,2.0,8235.08,4117.54,0
2024-03-30,SKU_055,1.0,2702.61,2702.61,0
2024-03-30,SKU_056,3.0,15328.35,5109.45,0
2024-03-30,SKU_057,4.0,15498.16,3874.54,0
2024-03-30,SKU_058,2.0,8261.12,4130.56,0
2024-03-30,SKU_060,1.0,7214.79,7214.79,0
2024-03-30,SKU_062,1.0,8973.39,8973.39,0
2024-03-30,SKU_063,2.0,4556.36,2278.18,0
2024-03-30,SKU_065,2.0,4136.56,2068.28,0
2024-03-30,SKU_066,7.0,3510.92,501.56,0
2024-03-30,SKU_068,5.0,17824.3,3564.86,0
2024-03-30,SKU_069,1.0,7582.31,7582.31,0
2024-03-30,SKU_070,12.0,89858.28,7488.19,0
2024-03-30,SKU_071,12.0,47236.08,3936.34,0
2024-03-30,SKU_073,13.0,14190.8,1091.6,0
2024-03-30,SKU_074,1.0,515.42,515.42,0
2024-03-30,SKU_076,4.0,7376.68,1844.17,0
2024-03-30,SKU_077,15.0,16930.95,1128.73,0
2024-03-30,SKU_078,5.0,11545.65,2309.13,0
2024-03-30,SKU_079,3.0,22062.39,7354.13,0
2024-03-30,SKU_080,4.0,10384.88,2596.22,0
2024-03-30,SKU_082,4.0,4132.08,1033.02,0
2024-03-30,SKU_083,1.0,9152.47,9152.47,0
2024-03-30,SKU_084,7.0,34721.75,4960.25,0
2024-03-30,SKU_087,1.0,3016.54,3016.54,0
2024-03-30,SKU_089,7.0,14351.47,2050.21,0
2024-03-30,SKU_092,1.0,2436.78,2436.78,0
2024-03-30,SKU_093,2.0,14673.76,7336.88,0
2024-03-30,SKU_094,4.0,2931.92,732.98,0
2024-03-30,SKU_095,6.0,32268.24,5378.04,0
2024-03-30,SKU_096,2.0,11760.62,5880.31,1
2024-03-30,SKU_097,10.0,36465.2,3646.52,0
2024-03-30,SKU_098,4.0,12100.36,3025.09,0
2024-03-30,SKU_099,7.0,33509.14,4787.02,0
2024-03-30,SKU_104,1.0,7269.61,7269.61,0
2024-03-30,SKU_105,1.0,6145.39,6145.39,0
2024-03-30,SKU_106,2.0,4212.2,2106.1,0
2024-03-30,SKU_108,3.0,20976.3,6992.1,1
2024-03-30,SKU_111,1.0,5382.94,5382.94,0
2024-03-30,SKU_112,1.0,6734.59,6734.59,0
2024-03-30,SKU_113,3.0,5073.33,1691.11,0
2024-03-30,SKU_114,2.0,7626.16,3813.08,0
2024-03-30,SKU_116,3.0,5479.92,1826.64,0
2024-03-30,SKU_119,1.0,1771.84,1771.84,0
2024-03-30,SKU_120,3.0,2952.93,984.31,0
2024-03-30,SKU_121,1.0,2511.38,2511.38,0
2024-03-30,SKU_124,1.0,1421.47,1421.47,0
2024-03-30,SKU_127,2.0,3491.92,1745.96,1
2024-03-30,SKU_128,4.0,16703.0,4175.75,0
2024-03-30,SKU_129,1.0,2832.28,2832.28,1
2024-03-30,SKU_131,1.0,3113.78,3113.78,0
2024-03-30,SKU_132,13.0,24888.76,1914.52,0
2024-03-30,SKU_133,1.0,6992.93,6992.93,0
2024-03-30,SKU_134,4.0,23800.96,5950.24,0
2024-03-30,SKU_135,1.0,4281.66,4281.66,0
2024-03-30,SKU_136,1.0,5057.24,5057.24,0
2024-03-30,SKU_137,2.0,10258.96,5129.48,0
2024-03-30,SKU_138,2.0,1253.4,626.7,0
2024-03-30,SKU_140,3.0,19461.24,6487.08,0
2024-03-30,SKU_143,3.0,21961.53,7320.51,0
2024-03-30,SKU_144,1.0,1526.38,1526.38,0
2024-03-30,SKU_146,2.0,10495.78,5247.89,0
2024-03-30,SKU_147,2.0,13872.52,6936.26,0
2024-03-30,SKU_148,1.0,8061.89,8061.89,0
2024-03-30,SKU_149,1.0,5225.52,5225.52,0
2024-03-30,SKU_150,4.0,9823.6,2455.9,0
2024-03-30,SKU_151,1.0,6634.29,6634.29,0
2024-03-30,SKU_152,2.0,8052.24,4026.12,0
2024-03-30,SKU_153,2.0,7783.38,3891.69,0
2024-03-30,SKU_155,2.0,7959.82,3979.91,1
2024-03-30,SKU_156,1.0,5590.41,5590.41,1
2024-03-30,SKU_160,2.0,3976.46,1988.23,0
2024-03-30,SKU_161,3.0,12301.41,4100.47,1
2024-03-30,SKU_163,2.0,5558.14,2779.07,0
2024-03-30,SKU_164,11.0,72455.79,6586.89,0
2024-03-30,SKU_167,4.0,32333.6,8083.4,0
2024-03-30,SKU_168,1.0,2252.1,2252.1,0
2024-03-30,SKU_169,1.0,3710.4,3710.4,0
2024-03-30,SKU_170,2.0,7721.32,3860.66,0
2024-03-30,SKU_171,6.0,7653.24,1275.54,0
2024-03-30,SKU_173,3.0,10632.48,3544.16,0
2024-03-30,SKU_174,3.0,13731.33,4577.11,0
2024-03-30,SKU_175,10.0,15550.9,1555.09,1
2024-03-30,SKU_176,10.0,36324.5,3632.45,0
2024-03-30,SKU_177,1.0,817.55,817.55,0
2024-03-30,SKU_179,3.0,10119.39,3373.13,0
2024-03-30,SKU_181,4.0,4794.08,1198.52,0
2024-03-30,SKU_182,4.0,11342.0,2835.5,0
2024-03-30,SKU_184,2.0,2901.76,1450.88,0
2024-03-30,SKU_185,9.0,59816.16,6646.24,0
2024-03-30,SKU_186,13.0,71961.37,5535.49,1
2024-03-30,SKU_187,13.0,33798.44,2599.88,0
2024-03-30,SKU_190,1.0,3006.57,3006.57,0
2024-03-30,SKU_192,2.0,3092.1,1546.05,0
2024-03-30,SKU_193,2.0,16585.78,8292.89,0
2024-03-30,SKU_194,3.0,2836.14,945.38,0
2024-03-30,SKU_196,1.0,988.46,988.46,0
2024-03-30,SKU_197,8.0,22554.16,2819.27,1
2024-03-30,SKU_198,1.0,5892.16,5892.16,0
2024-03-31,SKU_003,2.0,14155.5,7077.75,0
2024-03-31,SKU_004,2.0,8492.8,4246.4,0
2024-03-31,SKU_005,1.0,769.19,769.19,0
2024-03-31,SKU_007,4.0,21894.72,5473.68,0
2024-03-31,SKU_008,6.0,11727.48,1954.58,1
2024-03-31,SKU_010,1.0,1955.3,1955.3,0
2024-03-31,SKU_012,1.0,575.68,575.68,0
2024-03-31,SKU_014,2.0,2454.68,1227.34,0
2024-03-31,SKU_018,1.0,3953.52,3953.52,0
2024-03-31,SKU_019,1.0,6289.29,6289.29,0
2024-03-31,SKU_020,6.0,5295.78,882.63,0
2024-03-31,SKU_023,1.0,2131.61,2131.61,0
2024-03-31,SKU_024,1.0,7752.75,7752.75,0
2024-03-31,SKU_025,2.0,8311.34,4155.67,0
2024-03-31,SKU_026,2.0,8843.82,4421.91,0
2024-03-31,SKU_027,1.0,7051.64,7051.64,0
2024-03-31,SKU_028,1.0,2004.11,2004.11,0
2024-03-31,SKU_029,2.0,3971.34,1985.67,0
2024-03-31,SKU_030,2.0,984.76,492.38,0
2024-03-31,SKU_032,6.0,14747.76,2457.96,0
2024-03-31,SKU_034,1.0,6450.19,6450.19,0
2024-03-31,SKU_035,12.0,54618.12,4551.51,0
2024-03-31,SKU_036,8.0,49135.68,6141.96,0
2024-03-31,SKU_038,3.0,3526.08,1175.36,0
2024-03-31,SKU_039,1.0,3306.01,3306.01,0
2024-03-31,SKU_041,1.0,9237.75,9237.75,0
2024-03-31,SKU_042,1.0,6896.18,6896.18,0
2024-03-31,SKU_043,15.0,97825.5,6521.7,0
2024-03-31,SKU_044,1.0,4535.79,4535.79,0
2024-03-31,SKU_045,4.0,15725.28,3931.32,0
2024-03-31,SKU_050,7.0,44591.05,6370.15,0
2024-03-31,SKU_051,2.0,16390.26,8195.13,0
2024-03-31,SKU_052,1.0,1378.0,1378.0,0
2024-03-31,SKU_053,1.0,2801.83,2801.83,0
2024-03-31,SKU_054,6.0,24705.24,4117.54,0
2024-03-31,SKU_055,2.0,5405.22,2702.61,0
2024-03-31,SKU_056,2.0,10218.9,5109.45,0
2024-03-31,SKU_057,2.0,7749.08,3874.54,0
2024-03-31,SKU_059,4.0,23723.32,5930.83,0
2024-03-31,SKU_060,3.0,21644.37,7214.79,0
2024-03-31,SKU_061,1.0,3292.52,3292.52,0
2024-03-31,SKU_062,1.0,8973.39,8973.39,0
2024-03-31,SKU_063,1.0,2278.18,2278.18,0
2024-03-31,SKU_064,1.0,8565.65,8565.65,0
2024-03-31,SKU_065,3.0,6204.84,2068.28,0
2024-03-31,SKU_066,2.0,1003.12,501.56,0
2024-03-31,SKU_068,5.0,17824.3,3564.86,0
2024-03-31,SKU_069,2.0,15164.62,7582.31,0
2024-03-31,SKU_070,16.0,119811.04,7488.19,0
2024-03-31,SKU_071,15.0,59045.1,3936.34,0
2024-03-31,SKU_072,3.0,19091.85,6363.95,0
2024-03-31,SKU_073,12.0,12018.6,1001.55,1
2024-03-31,SKU_074,3.0,1546.26,515.42,0
2024-03-31,SKU_075,4.0,24264.4,6066.1,0
2024-03-31,SKU_076,7.0,11642.89,1663.27,1
2024-03-31,SKU_077,15.0,16930.95,1128.73,0
2024-03-31,SKU_078,7.0,16163.91,2309.13,0
2024-03-31,SKU_079,2.0,14708.26,7354.13,0
2024-03-31,SKU_080,4.0,10384.88,2596.22,0
2024-03-31,SKU_082,2.0,2066.04,1033.02,0
2024-03-31,SKU_083,3.0,27457.41,9152.47,0
2024-03-31,SKU_084,3.0,14880.75,4960.25,0
2024-03-31,SKU_086,2.0,12228.54,6114.27,0
2024-03-31,SKU_087,2.0,6033.08,3016.54,0
2024-03-31,SKU_089,4.0,8200.84,2050.21,0
2024-03-31,SKU_090,3.0,9488.16,3162.72,0
2024-03-31,SKU_092,3.0,7310.34,2436.78,0
2024-03-31,SKU_095,4.0,21512.16,5378.04,0
2024-03-31,SKU_096,2.0,12497.0,6248.5,0
2024-03-31,SKU_097,12.0,43758.24,3646.52,0
2024-03-31,SKU_098,5.0,15125.45,3025.09,0
2024-03-31,SKU_099,10.0,47870.2,4787.02,0
